,cycle,organismsize_variableRate__t1,organismsize_fixedRate__t1,organismsize_variableRate__t2,organismsize_fixedRate__t2,organismsize_variableRate__t3,organismsize_fixedRate__t3
911,911.0,3374.73105148857,2833.0,3374.73105148857,2833.0,3374.73105148857,2833.0
912,912.0,3374.7340397259827,2836.0,3374.7340397259827,2836.0,3374.7340397259827,2836.0
913,913.0,3374.7369947625116,2839.0,3374.7369947625116,2839.0,3374.7369947625116,2839.0
914,914.0,3374.739916967017,2842.0,3374.739916967017,2842.0,3374.739916967017,2842.0
915,915.0,3374.7428067042606,2845.0,3374.7428067042606,2845.0,3374.7428067042606,2845.0
916,916.0,3374.7456643349533,2848.0,3374.7456643349533,2848.0,3374.7456643349533,2848.0
917,917.0,3374.748490215798,2851.0,3374.748490215798,2851.0,3374.748490215798,2851.0
918,918.0,3374.7512846995355,2854.0,3374.7512846995355,2854.0,3374.7512846995355,2854.0
919,919.0,3374.7540481349874,2857.0,3374.7540481349874,2857.0,3374.7540481349874,2857.0
920,920.0,3374.7567808671015,2860.0,3374.7567808671015,2860.0,3374.7567808671015,2860.0
921,921.0,3374.7594832369923,2863.0,3374.7594832369923,2863.0,3374.7594832369923,2863.0
922,922.0,3374.7621555819856,2866.0,3374.7621555819856,2866.0,3374.7621555819856,2866.0
923,923.0,3374.76479823566,2869.0,3374.76479823566,2869.0,3374.76479823566,2869.0
924,924.0,3374.7674115278874,2872.0,3374.7674115278874,2872.0,3374.7674115278874,2872.0
925,925.0,3374.7699957848763,2875.0,3374.7699957848763,2875.0,3374.7699957848763,2875.0
926,926.0,3374.7725513292103,2878.0,3374.7725513292103,2878.0,3374.7725513292103,2878.0
927,927.0,3374.7750784798905,2881.0,3374.7750784798905,2881.0,3374.7750784798905,2881.0
928,928.0,3374.7775775523733,2884.0,3374.7775775523733,2884.0,3374.7775775523733,2884.0
929,929.0,3374.780048858611,2887.0,3374.780048858611,2887.0,3374.780048858611,2887.0
930,930.0,3374.78249270709,2890.0,3374.78249270709,2890.0,3374.78249270709,2890.0
931,931.0,3374.7849094028707,2893.0,3374.7849094028707,2893.0,3374.7849094028707,2893.0
932,932.0,3374.787299247623,2896.0,3374.787299247623,2896.0,3374.787299247623,2896.0
933,933.0,3374.789662539667,2899.0,3374.789662539667,2899.0,3374.789662539667,2899.0
934,934.0,3374.7919995740076,2902.0,3374.7919995740076,2902.0,3374.7919995740076,2902.0
935,935.0,3374.7943106423727,2905.0,3374.7943106423727,2905.0,3374.7943106423727,2905.0
936,936.0,3374.7965960332494,2908.0,3374.7965960332494,2908.0,3374.7965960332494,2908.0
937,937.0,3374.798856031921,2911.0,3374.798856031921,2911.0,3374.798856031921,2911.0
938,938.0,3374.801090920499,2914.0,3374.801090920499,2914.0,3374.801090920499,2914.0
939,939.0,3374.8033009779633,2917.0,3374.8033009779633,2917.0,3374.8033009779633,2917.0
940,940.0,3374.8054864801925,2920.0,3374.8054864801925,2920.0,3374.8054864801925,2920.0
941,941.0,3374.8076477000022,2923.0,3374.8076477000022,2923.0,3374.8076477000022,2923.0
942,942.0,3374.809784907176,2926.0,3374.809784907176,2926.0,3374.809784907176,2926.0
943,943.0,3374.811898368501,2929.0,3374.811898368501,2929.0,3374.811898368501,2929.0
944,944.0,3374.8139883477993,2932.0,3374.8139883477993,2932.0,3374.8139883477993,2932.0
945,945.0,3374.8160551059636,2935.0,3374.8160551059636,2935.0,3374.8160551059636,2935.0
946,946.0,3374.8180989009875,2938.0,3374.8180989009875,2938.0,3374.8180989009875,2938.0
947,947.0,3374.8201199879986,2941.0,3374.8201199879986,2941.0,3374.8201199879986,2941.0
948,948.0,3374.8221186192895,2944.0,3374.8221186192895,2944.0,3374.8221186192895,2944.0
949,949.0,3374.824095044351,2947.0,3374.824095044351,2947.0,3374.824095044351,2947.0
950,950.0,3374.826049509901,2950.0,3374.826049509901,2950.0,3374.826049509901,2950.0
951,951.0,3374.827982259918,2953.0,3374.827982259918,2953.0,3374.827982259918,2953.0
952,952.0,3374.8298935356684,2956.0,3374.8298935356684,2956.0,3374.8298935356684,2956.0
953,953.0,3374.831783575739,2959.0,3374.831783575739,2959.0,3374.831783575739,2959.0
954,954.0,3374.833652616066,2962.0,3374.833652616066,2962.0,3374.833652616066,2962.0
955,955.0,3374.835500889965,2965.0,3374.835500889965,2965.0,3374.835500889965,2965.0
956,956.0,3374.837328628158,2968.0,3374.837328628158,2968.0,3374.837328628158,2968.0
957,957.0,3374.8391360588053,2971.0,3374.8391360588053,2971.0,3374.8391360588053,2971.0
958,958.0,3374.8409234075316,2974.0,3374.8409234075316,2974.0,3374.8409234075316,2974.0
959,959.0,3374.842690897455,2977.0,3374.842690897455,2977.0,3374.842690897455,2977.0
960,960.0,3374.8444387492154,2980.0,3374.8444387492154,2980.0,3374.8444387492154,2980.0
961,961.0,3374.8461671810005,2983.0,3374.8461671810005,2983.0,3374.8461671810005,2983.0
962,962.0,3374.8478764085753,2986.0,3374.8478764085753,2986.0,3374.8478764085753,2986.0
963,963.0,3374.849566645306,2989.0,3374.849566645306,2989.0,3374.849566645306,2989.0
964,964.0,3374.85123810219,2992.0,3374.85123810219,2992.0,3374.85123810219,2992.0
965,965.0,3374.8528909878796,2995.0,3374.8528909878796,2995.0,3374.8528909878796,2995.0
966,966.0,3374.8545255087092,2998.0,3374.8545255087092,2998.0,3374.8545255087092,2998.0
967,967.0,3374.8561418687214,3001.0,3374.8561418687214,3001.0,3374.8561418687214,3001.0
968,968.0,3374.857740269691,3004.0,3374.857740269691,3004.0,3374.857740269691,3004.0
969,969.0,3374.859320911152,3007.0,3374.859320911152,3007.0,3374.859320911152,3007.0
970,970.0,3374.8608839904205,3010.0,3374.8608839904205,3010.0,3374.8608839904205,3010.0
971,971.0,3374.8624297026217,3013.0,3374.8624297026217,3013.0,3374.8624297026217,3013.0
972,972.0,3374.8639582407122,3016.0,3374.8639582407122,3016.0,3374.8639582407122,3016.0
973,973.0,3374.865469795505,3019.0,3374.865469795505,3019.0,3374.865469795505,3019.0
974,974.0,3374.8669645556934,3022.0,3374.8669645556934,3022.0,3374.8669645556934,3022.0
975,975.0,3374.8684427078742,3025.0,3374.8684427078742,3025.0,3374.8684427078742,3025.0
976,976.0,3374.8699044365712,3028.0,3374.8699044365712,3028.0,3374.8699044365712,3028.0
977,977.0,3374.8713499242576,3031.0,3374.8713499242576,3031.0,3374.8713499242576,3031.0
978,978.0,3374.872779351381,3034.0,3374.872779351381,3034.0,3374.872779351381,3034.0
979,979.0,3374.8741928963814,3037.0,3374.8741928963814,3037.0,3374.8741928963814,3037.0
980,980.0,3374.875590735719,3040.0,3374.875590735719,3040.0,3374.875590735719,3040.0
981,981.0,3374.876973043892,3043.0,3374.876973043892,3043.0,3374.876973043892,3043.0
982,982.0,3374.878339993461,3046.0,3374.878339993461,3046.0,3374.878339993461,3046.0
983,983.0,3374.879691755068,3049.0,3374.879691755068,3049.0,3374.879691755068,3049.0
984,984.0,3374.881028497461,3052.0,3374.881028497461,3052.0,3374.881028497461,3052.0
985,985.0,3374.882350387512,3055.0,3374.882350387512,3055.0,3374.882350387512,3055.0
986,986.0,3374.8836575902387,3058.0,3374.8836575902387,3058.0,3374.8836575902387,3058.0
987,987.0,3374.8849502688263,3061.0,3374.8849502688263,3061.0,3374.8849502688263,3061.0
988,988.0,3374.8862285846467,3064.0,3374.8862285846467,3064.0,3374.8862285846467,3064.0
989,989.0,3374.887492697279,3067.0,3374.887492697279,3067.0,3374.887492697279,3067.0
990,990.0,3374.888742764529,3070.0,3374.888742764529,3070.0,3374.888742764529,3070.0
991,991.0,3374.8899789424504,3073.0,3374.8899789424504,3073.0,3374.8899789424504,3073.0
992,992.0,3374.8912013853615,3076.0,3374.8912013853615,3076.0,3374.8912013853615,3076.0
993,993.0,3374.8924102458673,3079.0,3374.8924102458673,3079.0,3374.8924102458673,3079.0
994,994.0,3374.8936056748767,3082.0,3374.8936056748767,3082.0,3374.8936056748767,3082.0
995,995.0,3374.8947878216222,3085.0,3374.8947878216222,3085.0,3374.8947878216222,3085.0
996,996.0,3374.8959568336786,3088.0,3374.8959568336786,3088.0,3374.8959568336786,3088.0
997,997.0,3374.8971128569806,3091.0,3374.8971128569806,3091.0,3374.8971128569806,3091.0
998,998.0,3374.8982560358418,3094.0,3374.8982560358418,3094.0,3374.8982560358418,3094.0
999,999.0,3374.899386512972,3097.0,3374.899386512972,3097.0,3374.899386512972,3097.0
1000,1000.0,3374.9005044294963,3100.0,3374.9005044294963,3100.0,3374.9005044294963,3100.0
